Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
Os01g0348900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	3.8	0.00797598875097491	
Os04g0659300	oryza sativa	E-GEOD-29967	'Taichung Native 1; sensitive variety to brown planthopper; 8 hour' vs 'Taichung Native 1; sensitive variety to brown planthopper; 0 hour'	3.8	0.0081223510865607	
Os05g0542500	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	3.8	0.0112242779471151	
Os04g0540900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-3.7	7.821883485251e-223	
Os04g0659300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	3.7	1.10278917776713e-89	
Os09g0439200	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	3.7	3.54952035932307e-89	
Os04g0541700	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	3.7	6.3620407733051e-80	
Os08g0497600	oryza sativa	E-GEOD-115371	'72 hour anaerobic environment; 24 hour aerobic environment' vs 'none' in '96 hour; coleoptile'	-3.7	3.23539575354395e-69	
Os03g0319400	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	3.7	5.5917654972337e-68	
Os01g0884300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	3.7	1.01777800112089e-61	
Os04g0401700	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	3.7	1.03422251701315e-52	
Os01g0141000	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	3.7	1.76632707825377e-43	
Os01g0752500	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-3.7	8.08209882726163e-38	
Os07g0559700	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Volano'	3.7	6.80600147746504e-37	
Os03g0815100	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	3.7	7.70894847003349e-27	
Os03g0760800	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	3.7	6.97455701689974e-26	
Os01g0136200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	3.7	3.5689413155904e-25	
Os03g0820300	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	3.7	1.19836907781824e-22	
Os10g0521000	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	3.7	9.51541183521185e-20	
Os09g0543400	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	3.7	2.83044042721426e-19	
Os11g0454300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7341' vs 'mock'	3.7	5.23640082118615e-18	
Os04g0110100	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	3.7	8.92764811208127e-17	
Os08g0540400	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	-3.7	9.06462461378603e-16	
Os03g0815100	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	3.7	9.60105092367336e-13	
Os01g0859300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain RS105' vs 'mock'	3.7	1.0950161307587e-12	
Os03g0760800	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	3.7	5.22265054423911e-12	
Os11g0454300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7331' vs 'mock'	3.7	9.60576223002493e-10	
Os10g0521000	oryza sativa	E-GEOD-115371	'72 hour anaerobic environment; 24 hour aerobic environment' vs 'none' in '96 hour; coleoptile'	-3.7	1.85274817052208e-9	
Os09g0306400	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	3.7	1.59417288202627e-8	
Os02g0134300	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-3.7	3.09874254326915e-8	
Os09g0306400	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	3.7	4.33262056754416e-8	
Os02g0661100	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-3.7	7.23888633147216e-8	
Os07g0561300	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-3.7	1.2918988986219e-7	
Os08g0540400	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	3.7	1.92132071759756e-7	
Os02g0640500	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	3.7	1.93830935788681e-7	
Os03g0820300	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	3.7	2.79189774230364e-7	
Os07g0561300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	3.7	6.86318246216627e-7	
