Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
Os02g0134300	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-4.5	6.22144249764422e-8	
Os09g0522200	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-4.5	9.32587528925411e-8	
Os10g0576900	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	4.5	1.49601345329982e-7	
Os08g0374600	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-4.5	1.70902729353184e-7	
Os02g0669100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.5	1.85134884376748e-7	
Os05g0421600	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.5	1.91974238487457e-7	
Os02g0138900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.5	2.21091592382158e-7	
Os02g0669100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	4.5	3.22317072897444e-7	
Os01g0955100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.5	4.52735403278432e-7	
Os05g0421600	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.5	5.2243869620778e-7	
Os09g0522200	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	4.5	6.17962123577432e-7	
Os03g0815100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.5	0.0000011148041678619	
Os08g0374600	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.5	0.00000196063291484611	
Os04g0541700	oryza sativa	E-GEOD-21396	'42 days after flowering' vs '7 days after flowering' in 'endosperm'	4.5	0.00000196065655851244	
Os04g0517100	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	4.5	0.00000217141828694587	
Os02g0662000	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	4.5	0.0000027006804222078	
Os06g0662200	oryza sativa	E-MEXP-2267	'3 hour' vs '1 hour' in 'anaerobic'	4.5	0.0000029532982976285	
Os01g0955100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.5	0.00000304135021094477	
Os05g0322900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.5	0.00000461711896678187	
Os06g0726300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.5	0.0000047322489030212	
Os11g0127600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.5	0.00000494248591503134	
Os01g0733200	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.5	0.00000514317386376881	
Os05g0381400	oryza sativa	E-MTAB-5118	'60:60 carbon:nitrogen ratio' vs '1:1 carbon:nitrogen ratio'	4.5	0.000021114985909961	
Os04g0684900	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.5	0.0000214110658050677	
Os01g0797600	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.5	0.0000449808416090303	
Os10g0555100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	4.5	0.0000686345497992866	
Os03g0820300	oryza sativa	E-GEOD-62894	'Pish; avirulent line of rice blast fungus; resistant' at '5 day' vs 'Pish; water; resistant' at '5 day'	4.5	0.0000956851217596377	
Os04g0517100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.5	0.000107846662082268	
Os11g0684000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; none'	4.5	0.000214498560125162	
Os11g0211800	oryza sativa	E-GEOD-25073	'CHR729 mutant' vs 'wild type'	4.5	0.000253990431107145	
